0,0,0
1,0,0
2,0,0
3,4,4
4,6,7
5,8,10
6,10,12
7,14,16
8,20,25
9,28,28
10,33,34
11,69,73
12,95,110
13,4,4
14,4,4
15,4,4
16,4,4
17,100,112
18,85,87
19,76,77
20,58,62
21,54,57
22,51,52
23,46,50
24,42,45
